"Airline","Date_of_Journey","Source","Destination","Dep_Time","Duration","Total_Stops","Price"
"IndiGo","2019-01-04","Delhi","Cochin","20:25:00",305,"1 stop",5073
"Jet Airways","2019-01-04","Delhi","Cochin","22:50:00",825,"1 stop",5177
"Air India","2019-01-04","Kolkata","Banglore","14:15:00",150,"non-stop",6245
"Jet Airways","2019-01-04","Kolkata","Banglore","06:30:00",590,"1 stop",7851
"Air India","2019-01-04","Kolkata","Banglore","16:45:00",1155,"2 stops",9920
"Jet Airways","2019-01-04","Delhi","Cochin","10:00:00",540,"1 stop",5406
"Jet Airways","2019-01-04","Kolkata","Banglore","08:25:00",685,"1 stop",12681
"IndiGo","2019-01-04","Banglore","Delhi","04:00:00",170,"non-stop",3943
"SpiceJet","2019-01-04","Delhi","Cochin","06:05:00",315,"1 stop",5351
"Vistara","2019-01-04","Kolkata","Banglore","17:00:00",1550,"1 stop",8610
"Jet Airways","2019-01-04","Kolkata","Banglore","18:55:00",585,"1 stop",7064
"IndiGo","2019-01-04","Mumbai","Hyderabad","20:05:00",95,"non-stop",2227
"Jet Airways","2019-01-04","Mumbai","Hyderabad","10:20:00",90,"non-stop",3205
"Jet Airways","2019-01-04","Kolkata","Banglore","21:10:00",665,"1 stop",13364
"IndiGo","2019-01-04","Delhi","Cochin","14:20:00",195,"non-stop",4729
"IndiGo","2019-01-04","Kolkata","Banglore","08:10:00",290,"1 stop",5069
"Jet Airways","2019-01-04","Kolkata","Banglore","16:30:00",1545,"1 stop",7064
"Air Asia","2019-01-04","Banglore","Delhi","04:55:00",170,"non-stop",4282
"IndiGo","2019-01-04","Kolkata","Banglore","04:40:00",155,"non-stop",4174
"Jet Airways","2019-01-04","Kolkata","Banglore","20:00:00",1655,"1 stop",12681
"Air India","2019-01-04","Banglore","Delhi","06:10:00",165,"non-stop",5176
"Jet Airways","2019-01-04","Kolkata","Banglore","06:30:00",965,"1 stop",7064
"Jet Airways","2019-01-04","Mumbai","Hyderabad","19:35:00",90,"non-stop",5678
"Jet Airways","2019-01-04","Kolkata","Banglore","06:30:00",1610,"1 stop",7064
"Vistara","2019-01-04","Kolkata","Banglore","20:20:00",1595,"1 stop",7770
"Jet Airways","2019-01-04","Delhi","Cochin","14:00:00",300,"1 stop",5177
"Jet Airways","2019-01-04","Kolkata","Banglore","20:25:00",1295,"1 stop",11467
"Air India","2019-01-04","Mumbai","Hyderabad","06:20:00",80,"non-stop",3100
"IndiGo","2019-01-04","Kolkata","Banglore","18:05:00",325,"1 stop",6284
"Air India","2019-01-04","Kolkata","Banglore","16:50:00",1530,"2 stops",7893
"Air India","2019-01-04","Mumbai","Hyderabad","19:30:00",75,"non-stop",2050
"IndiGo","2019-01-04","Kolkata","Banglore","09:20:00",295,"1 stop",10308
"Jet Airways","2019-01-04","Kolkata","Banglore","09:35:00",1520,"1 stop",11467
"Air India","2019-01-04","Kolkata","Banglore","10:00:00",920,"2 stops",10408
"Jet Airways","2019-01-04","Kolkata","Banglore","20:00:00",735,"1 stop",7064
"Jet Airways","2019-01-04","Kolkata","Banglore","06:30:00",1025,"1 stop",7064
"GoAir","2019-01-04","Banglore","Delhi","20:55:00",165,"non-stop",4239
"SpiceJet","2019-01-04","Kolkata","Banglore","08:35:00",520,"1 stop",6013
"Air India","2019-01-04","Kolkata","Banglore","09:10:00",245,"1 stop",5793
"Jet Airways","2019-01-04","Kolkata","Banglore","06:30:00",705,"1 stop",7064
"Jet Airways","2019-01-04","Kolkata","Banglore","06:30:00",1330,"1 stop",7064
"Jet Airways","2019-01-04","Mumbai","Hyderabad","10:20:00",90,"non-stop",8040
"Air India","2019-01-04","Kolkata","Banglore","09:25:00",1200,"2 stops",12219
"Jet Airways","2019-01-04","Kolkata","Banglore","18:55:00",1495,"1 stop",12681
"Air India","2019-01-04","Kolkata","Banglore","09:25:00",1505,"2 stops",12009
"Vistara","2019-01-04","Banglore","Delhi","19:30:00",165,"non-stop",5613
"SpiceJet","2019-01-04","Kolkata","Banglore","17:10:00",150,"non-stop",3841
"Air India","2019-01-04","Kolkata","Banglore","05:50:00",445,"2 stops",5562
"Jet Airways","2019-01-04","Kolkata","Banglore","16:30:00",730,"1 stop",7064
"IndiGo","2019-01-04","Mumbai","Hyderabad","02:35:00",90,"non-stop",2754
"IndiGo","2019-01-04","Mumbai","Hyderabad","19:05:00",90,"non-stop",2754
"Jet Airways","2019-01-04","Delhi","Cochin","09:00:00",1655,"1 stop",5406
"Jet Airways","2019-01-04","Kolkata","Banglore","20:00:00",1595,"1 stop",7064
"Jet Airways","2019-01-04","Kolkata","Banglore","18:55:00",865,"1 stop",7064
"Jet Airways","2019-01-04","Kolkata","Banglore","20:00:00",1335,"1 stop",12681
"IndiGo","2019-01-04","Banglore","Delhi","20:00:00",170,"non-stop",4823
"Jet Airways","2019-01-04","Kolkata","Banglore","20:00:00",1430,"1 stop",12681
"Air India","2019-01-04","Banglore","Delhi","13:20:00",170,"non-stop",5911
"Air India","2019-01-04","Kolkata","Banglore","20:30:00",930,"1 stop",7893
"Jet Airways","2019-01-04","Kolkata","Banglore","16:30:00",365,"1 stop",7064
"Jet Airways","2019-01-04","Kolkata","Banglore","18:55:00",1025,"1 stop",7064
"Jet Airways","2019-01-04","Kolkata","Banglore","16:30:00",1640,"1 stop",12681
"Air India","2019-01-04","Kolkata","Banglore","16:45:00",1660,"2 stops",9920
"Jet Airways","2019-01-04","Kolkata","Banglore","10:20:00",435,"1 stop",6077
"GoAir","2019-01-04","Banglore","Delhi","07:45:00",175,"non-stop",4239
"Jet Airways","2019-01-04","Kolkata","Banglore","20:25:00",1540,"1 stop",12121
"SpiceJet","2019-01-04","Banglore","Delhi","21:10:00",175,"non-stop",3573
"IndiGo","2019-01-04","Kolkata","Banglore","19:35:00",220,"1 stop",4226
"Vistara","2019-01-04","Banglore","Delhi","21:00:00",170,"non-stop",5403
"Jet Airways","2019-01-04","Kolkata","Banglore","20:00:00",1595,"1 stop",12681
"Air India","2019-01-04","Delhi","Cochin","09:45:00",1420,"1 stop",5117
"Air India","2019-01-04","Kolkata","Banglore","12:00:00",590,"2 stops",9258
"IndiGo","2019-01-04","Mumbai","Hyderabad","16:55:00",90,"non-stop",3175
"SpiceJet","2019-01-04","Mumbai","Hyderabad","13:15:00",90,"non-stop",1965
"IndiGo","2019-01-04","Banglore","Delhi","08:30:00",170,"non-stop",4823
"Jet Airways","2019-01-04","Delhi","Cochin","18:15:00",1100,"1 stop",5406
"SpiceJet","2019-01-04","Kolkata","Banglore","06:55:00",155,"non-stop",3841
"SpiceJet","2019-01-04","Banglore","Delhi","21:10:00",175,"non-stop",3625
"Air India","2019-01-04","Kolkata","Banglore","09:50:00",675,"1 stop",8030
"SpiceJet","2019-01-04","Banglore","Delhi","05:55:00",160,"non-stop",3971
"Air India","2019-01-04","Delhi","Cochin","20:40:00",765,"1 stop",5117
"SpiceJet","2019-01-04","Delhi","Cochin","17:55:00",295,"1 stop",4957
"Vistara","2019-01-04","Kolkata","Banglore","07:10:00",945,"1 stop",8295
"Jet Airways","2019-01-04","Kolkata","Banglore","08:25:00",740,"1 stop",7064
"IndiGo","2019-01-04","Kolkata","Banglore","21:00:00",315,"1 stop",5930
"Jet Airways","2019-01-04","Kolkata","Banglore","08:25:00",475,"1 stop",7851
"Jet Airways","2019-01-04","Kolkata","Banglore","06:30:00",330,"1 stop",10056
"Jet Airways","2019-01-04","Kolkata","Banglore","16:30:00",1430,"1 stop",7064
"IndiGo","2019-01-04","Mumbai","Hyderabad","21:20:00",90,"non-stop",2227
"Vistara","2019-01-04","Banglore","Delhi","11:30:00",170,"non-stop",5403
"IndiGo","2019-01-04","Banglore","Delhi","06:05:00",165,"non-stop",3943
"Jet Airways","2019-01-04","Kolkata","Banglore","20:00:00",1220,"1 stop",7064
"Jet Airways","2019-01-04","Kolkata","Banglore","06:30:00",705,"1 stop",12681
"Vistara","2019-01-04","Kolkata","Banglore","07:10:00",700,"1 stop",7927
"Vistara","2019-01-04","Delhi","Cochin","14:40:00",190,"non-stop",4851
"Jet Airways","2019-01-04","Kolkata","Banglore","06:30:00",855,"1 stop",7064
"Jet Airways","2019-01-04","Banglore","Delhi","19:50:00",180,"non-stop",4544
"Air India","2019-01-04","Delhi","Cochin","17:20:00",965,"1 stop",5117
"Jet Airways","2019-01-04","Kolkata","Banglore","16:30:00",730,"1 stop",12681
"Vistara","2019-01-04","Kolkata","Banglore","20:20:00",865,"1 stop",8505
"Jet Airways","2019-01-04","Kolkata","Banglore","18:55:00",1550,"1 stop",7064
"SpiceJet","2019-01-04","Banglore","Delhi","09:30:00",170,"non-stop",3919
"Jet Airways","2019-01-04","Kolkata","Banglore","08:25:00",1655,"1 stop",7064
"Jet Airways","2019-01-04","Banglore","Delhi","18:55:00",185,"non-stop",4544
"Jet Airways","2019-01-04","Kolkata","Banglore","09:35:00",505,"1 stop",9314
"IndiGo","2019-01-04","Banglore","Delhi","07:10:00",175,"non-stop",4823
"Vistara","2019-01-04","Kolkata","Banglore","20:20:00",765,"1 stop",7980
"Jet Airways","2019-01-04","Banglore","Delhi","15:15:00",175,"non-stop",7229
"Jet Airways","2019-01-04","Kolkata","Banglore","08:25:00",910,"1 stop",7064
"Jet Airways","2019-01-04","Kolkata","Banglore","08:25:00",475,"1 stop",12996
"Vistara","2019-01-04","Kolkata","Banglore","07:10:00",1655,"1 stop",8505
"Jet Airways","2019-01-04","Kolkata","Banglore","08:25:00",740,"1 stop",12681
"IndiGo","2019-01-04","Banglore","Delhi","13:00:00",170,"non-stop",4591
"Jet Airways","2019-01-04","Kolkata","Banglore","16:30:00",945,"1 stop",7064
"Jet Airways","2019-01-04","Banglore","Delhi","17:45:00",180,"non-stop",4544
"Jet Airways","2019-01-04","Kolkata","Banglore","14:05:00",510,"1 stop",13364
"Air India","2019-01-04","Kolkata","Banglore","09:50:00",805,"2 stops",12125
"Air India","2019-01-04","Kolkata","Banglore","17:30:00",1110,"1 stop",7893
"Jet Airways","2019-01-04","Kolkata","Banglore","20:00:00",735,"1 stop",12681
"Vistara","2019-01-04","Kolkata","Banglore","20:20:00",1350,"1 stop",7927
"Jet Airways","2019-01-04","Kolkata","Banglore","16:30:00",1695,"1 stop",12681
"Air India","2019-01-04","Kolkata","Banglore","12:00:00",1390,"2 stops",9258
"Jet Airways","2019-01-04","Kolkata","Banglore","14:05:00",400,"1 stop",13364
"Jet Airways","2019-01-04","Kolkata","Banglore","16:30:00",1430,"1 stop",12681
"Jet Airways","2019-01-04","Kolkata","Banglore","18:55:00",800,"1 stop",12681
"Air India","2019-01-04","Delhi","Cochin","05:10:00",170,"non-stop",4729
"Vistara","2019-01-04","Kolkata","Banglore","17:00:00",1640,"1 stop",9135
"Air India","2019-01-05","Kolkata","Banglore","09:50:00",1385,"2 stops",13227
"Air India","2019-01-05","Kolkata","Banglore","09:50:00",1385,"2 stops",13227
"Air India","2019-01-05","Kolkata","Banglore","16:45:00",1700,"1 stop",7452
"IndiGo","2019-01-05","Kolkata","Banglore","20:20:00",155,"non-stop",4804
"Air India","2019-01-05","Kolkata","Banglore","12:00:00",1830,"2 stops",10151
"IndiGo","2019-01-05","Banglore","Delhi","18:25:00",175,"non-stop",4823
"IndiGo","2019-01-05","Delhi","Cochin","07:30:00",810,"1 stop",8542
"IndiGo","2019-01-05","Chennai","Kolkata","19:35:00",140,"non-stop",3597
"Jet Airways","2019-01-05","Kolkata","Banglore","10:20:00",435,"1 stop",5608
"Jet Airways","2019-01-05","Kolkata","Banglore","20:00:00",845,"1 stop",13941
"Jet Airways","2019-01-05","Kolkata","Banglore","06:30:00",1610,"1 stop",9663
"IndiGo","2019-01-05","Mumbai","Hyderabad","20:05:00",95,"non-stop",2227
"Jet Airways","2019-01-05","Banglore","Delhi","08:20:00",180,"non-stop",5198
"IndiGo","2019-01-05","Chennai","Kolkata","05:15:00",145,"non-stop",3850
"Vistara","2019-01-05","Banglore","Delhi","07:00:00",160,"non-stop",4668
"Jet Airways","2019-01-05","Kolkata","Banglore","18:55:00",910,"1 stop",8586
"Air India","2019-01-05","Kolkata","Banglore","12:00:00",590,"2 stops",10676
"IndiGo","2019-01-05","Kolkata","Banglore","19:35:00",220,"1 stop",4226
"Air Asia","2019-01-05","Kolkata","Banglore","07:35:00",955,"1 stop",5192
"Jet Airways","2019-01-05","Banglore","Delhi","18:55:00",185,"non-stop",4030
"Jet Airways","2019-01-05","Kolkata","Banglore","09:35:00",505,"1 stop",10703
"Jet Airways","2019-01-05","Kolkata","Banglore","17:00:00",1285,"1 stop",9314
"Jet Airways","2019-01-05","Kolkata","Banglore","21:10:00",450,"1 stop",14781
"SpiceJet","2019-01-05","Chennai","Kolkata","17:45:00",140,"non-stop",3543
"Air Asia","2019-01-05","Kolkata","Banglore","15:10:00",500,"2 stops",5192
"IndiGo","2019-01-05","Kolkata","Banglore","11:30:00",155,"non-stop",5644
"SpiceJet","2019-01-05","Kolkata","Banglore","11:15:00",435,"1 stop",8844
"Vistara","2019-01-05","Kolkata","Banglore","17:00:00",1065,"1 stop",9187
"Air India","2019-01-05","Kolkata","Banglore","07:00:00",555,"1 stop",10203
"SpiceJet","2019-01-05","Kolkata","Banglore","09:00:00",145,"non-stop",4174
"Jet Airways","2019-01-05","Kolkata","Banglore","10:20:00",435,"1 stop",8355
"Jet Airways","2019-01-05","Banglore","Delhi","17:45:00",180,"non-stop",7229
"IndiGo","2019-01-05","Banglore","Delhi","00:30:00",175,"non-stop",4284
"IndiGo","2019-01-05","Kolkata","Banglore","17:15:00",155,"non-stop",4804
"Jet Airways","2019-01-05","Kolkata","Banglore","17:00:00",395,"1 stop",13067
"Air India","2019-01-05","Mumbai","Hyderabad","19:30:00",75,"non-stop",3100
"IndiGo","2019-01-05","Kolkata","Banglore","09:20:00",295,"1 stop",8443
"SpiceJet","2019-01-05","Kolkata","Banglore","09:00:00",145,"non-stop",3841
"GoAir","2019-01-05","Kolkata","Banglore","16:40:00",455,"1 stop",6484
"Jet Airways","2019-01-05","Kolkata","Banglore","16:30:00",730,"1 stop",8586
"Jet Airways","2019-01-05","Mumbai","Hyderabad","02:55:00",85,"non-stop",3210
"Jet Airways","2019-01-05","Mumbai","Hyderabad","10:20:00",90,"non-stop",8040
"IndiGo","2019-01-05","Kolkata","Banglore","04:40:00",155,"non-stop",4804
"IndiGo","2019-01-05","Mumbai","Hyderabad","09:10:00",90,"non-stop",4575
"Jet Airways","2019-01-05","Kolkata","Banglore","09:35:00",575,"1 stop",9314
"IndiGo","2019-01-05","Banglore","Delhi","01:30:00",165,"non-stop",4077
"GoAir","2019-01-05","Banglore","Delhi","20:55:00",165,"non-stop",3898
"Air India","2019-01-05","Kolkata","Banglore","20:30:00",1035,"2 stops",15164
"Jet Airways","2019-01-05","Kolkata","Banglore","17:00:00",1005,"1 stop",9314
"Air India","2019-01-05","Kolkata","Banglore","10:00:00",375,"1 stop",10203
"Jet Airways","2019-01-05","Kolkata","Banglore","20:00:00",800,"1 stop",9663
"Air India","2019-01-05","Mumbai","Hyderabad","21:05:00",80,"non-stop",3625
"Jet Airways","2019-01-05","Kolkata","Banglore","14:05:00",1090,"1 stop",13941
"Jet Airways","2019-01-05","Delhi","Cochin","23:05:00",1760,"2 stops",16704
"Jet Airways","2019-01-05","Kolkata","Banglore","20:25:00",1480,"1 stop",12121
"Air India","2019-01-05","Kolkata","Banglore","16:45:00",1185,"2 stops",14960
"Air India","2019-01-05","Kolkata","Banglore","09:25:00",1200,"2 stops",14687
"Jet Airways","2019-01-05","Mumbai","Hyderabad","02:55:00",85,"non-stop",5678
"Jet Airways","2019-01-05","Kolkata","Banglore","20:25:00",1540,"1 stop",14151
"Jet Airways","2019-01-05","Kolkata","Banglore","18:55:00",910,"1 stop",13941
"IndiGo","2019-01-05","Delhi","Cochin","18:35:00",415,"1 stop",8854
"IndiGo","2019-01-05","Kolkata","Banglore","15:15:00",290,"1 stop",4775
"SpiceJet","2019-01-05","Mumbai","Hyderabad","22:45:00",90,"non-stop",1965
"SpiceJet","2019-01-05","Chennai","Kolkata","09:45:00",135,"non-stop",3597
"Vistara","2019-01-05","Kolkata","Banglore","20:20:00",765,"1 stop",8452
"Jet Airways","2019-01-05","Delhi","Cochin","05:30:00",1375,"2 stops",15129
"Air India","2019-01-05","Kolkata","Banglore","16:50:00",1255,"2 stops",16372
"Air Asia","2019-01-05","Banglore","Delhi","23:55:00",170,"non-stop",4483
"Air India","2019-01-05","Delhi","Cochin","20:40:00",765,"1 stop",7480
"Jet Airways","2019-01-05","Kolkata","Banglore","17:00:00",1500,"1 stop",11467
"Vistara","2019-01-05","Kolkata","Banglore","07:10:00",1555,"1 stop",8452
"Air India","2019-01-05","Kolkata","Banglore","09:25:00",545,"1 stop",8891
"Air India","2019-01-05","Kolkata","Banglore","19:00:00",965,"1 stop",6117
"SpiceJet","2019-01-05","Kolkata","Banglore","17:10:00",150,"non-stop",4174
"Jet Airways","2019-01-05","Kolkata","Banglore","14:05:00",875,"1 stop",13941
"Air India","2019-01-05","Kolkata","Banglore","05:50:00",1840,"2 stops",12723
"Air India","2019-01-05","Kolkata","Banglore","14:35:00",1440,"1 stop",7001
"Jet Airways","2019-01-05","Kolkata","Banglore","17:00:00",1285,"1 stop",11467
"SpiceJet","2019-01-05","Kolkata","Banglore","22:20:00",140,"non-stop",3873
"Jet Airways","2019-01-05","Kolkata","Banglore","20:00:00",800,"1 stop",14388
"Multiple carriers","2019-01-05","Delhi","Cochin","09:00:00",615,"1 stop",15373
"Jet Airways","2019-01-05","Kolkata","Banglore","09:35:00",1520,"1 stop",12121
"Air India","2019-01-05","Kolkata","Banglore","19:00:00",580,"1 stop",6117
"Jet Airways","2019-01-05","Kolkata","Banglore","06:30:00",800,"1 stop",14781
"Jet Airways","2019-01-05","Kolkata","Banglore","20:00:00",845,"1 stop",8586
"Jet Airways","2019-01-05","Kolkata","Banglore","17:00:00",1745,"1 stop",14151
"SpiceJet","2019-01-05","Kolkata","Banglore","06:55:00",155,"non-stop",3873
"Jet Airways","2019-01-05","Kolkata","Banglore","16:30:00",365,"1 stop",14781
"IndiGo","2019-01-05","Banglore","Delhi","06:05:00",165,"non-stop",4423
"Air India","2019-01-05","Kolkata","Banglore","05:50:00",445,"2 stops",7662
"Multiple carriers","2019-01-05","Delhi","Cochin","10:20:00",520,"1 stop",9794
"Vistara","2019-01-05","Banglore","Delhi","21:00:00",170,"non-stop",4668
"Jet Airways","2019-01-05","Kolkata","Banglore","14:05:00",1315,"1 stop",14388
"Air India","2019-01-05","Kolkata","Banglore","05:50:00",2065,"2 stops",10991
"Jet Airways","2019-01-05","Banglore","Delhi","08:20:00",180,"non-stop",7229
"Jet Airways","2019-01-05","Mumbai","Hyderabad","07:05:00",85,"non-stop",8040
"Vistara","2019-01-05","Kolkata","Banglore","17:00:00",1640,"1 stop",8610
"IndiGo","2019-01-05","Kolkata","Banglore","18:05:00",325,"1 stop",6218
"Air India","2019-01-05","Kolkata","Banglore","05:50:00",1045,"2 stops",10991
"IndiGo","2019-01-05","Banglore","Delhi","13:00:00",170,"non-stop",4423
"Jet Airways","2019-01-05","Mumbai","Hyderabad","19:35:00",90,"non-stop",5678
"Jet Airways","2019-01-05","Kolkata","Banglore","14:05:00",510,"1 stop",10844
"IndiGo","2019-01-05","Mumbai","Hyderabad","19:05:00",90,"non-stop",2754
"Jet Airways","2019-01-05","Kolkata","Banglore","21:10:00",450,"1 stop",10844
"Jet Airways","2019-01-05","Banglore","Delhi","18:55:00",185,"non-stop",7229
"Jet Airways","2019-01-05","Kolkata","Banglore","08:25:00",685,"1 stop",14781
"Jet Airways","2019-01-05","Kolkata","Banglore","21:10:00",730,"1 stop",14781
"Air India","2019-01-05","Kolkata","Banglore","09:50:00",805,"2 stops",13227
"IndiGo","2019-01-05","Banglore","Delhi","10:10:00",170,"non-stop",3943
"Jet Airways","2019-01-05","Mumbai","Hyderabad","19:35:00",90,"non-stop",2228
"Air India","2019-01-05","Kolkata","Banglore","09:25:00",535,"2 stops",8366
"IndiGo","2019-01-05","Banglore","Delhi","18:55:00",175,"non-stop",4823
"Vistara","2019-01-05","Kolkata","Banglore","07:10:00",790,"1 stop",8610
"Jet Airways","2019-01-05","Kolkata","Banglore","06:30:00",590,"1 stop",14781
"IndiGo","2019-01-05","Chennai","Kolkata","14:45:00",140,"non-stop",3597
"Jet Airways","2019-01-05","Kolkata","Banglore","14:05:00",1090,"1 stop",8586
"Jet Airways","2019-01-05","Kolkata","Banglore","20:25:00",870,"1 stop",12121
"Jet Airways","2019-01-05","Kolkata","Banglore","16:30:00",1055,"1 stop",8586
"IndiGo","2019-01-05","Chennai","Kolkata","07:55:00",140,"non-stop",3850
"Jet Airways","2019-01-05","Mumbai","Hyderabad","07:05:00",85,"non-stop",4995
"Air India","2019-01-05","Chennai","Kolkata","11:40:00",135,"non-stop",4667
"Jet Airways","2019-01-05","Kolkata","Banglore","16:30:00",945,"1 stop",13941
"Jet Airways","2019-01-05","Kolkata","Banglore","21:10:00",730,"1 stop",10844
